Data;Cidade;Localidade;Tipo de Ação;Pauta;Tratativa;Origem;Área Temática;MicroCategoria;Público Alvo;Status;"Data do Atendimento
(se atendida)"
19/03/2024;Brumadinho;Centro;Atendimento individual presencial ;Visita de campo conjunta com o proprietário de imóvel-vizinho ao imóvel onde funcionao o Centro de Convivências (da Avabrum) e participações de equipes internas da Vale, onde foram verificadas as demandas de realização de obras de correção do sistema de drenagem no local.;Realizada a visita e prestação de orientações gerais sobre o processo de intervenção no imóvel do Centro de Conviência (Avabrum), sob responsabilidade da Vale, com detalhamento acerca da execução das atividades.;Solicitação Comunidade ;Comunicação;Obras - outros;Comunidade em Geral;Em atendimento;25/04/2024
20/03/2024;Esmeraldas;São Jose;Atendimento individual virtual ou por telefone ;Solicita informação de quando será realizada a manutenção na rua Morro Vermelho.;Informada que a manutenção será incluída na programação e assim que tivermos a previsão da data informaremos. ;Solicitação Comunidade ;Comunicação;Obras - outros;Lideranças;Em atendimento;02/05/2024
06/05/2024;Brumadinho;Centro;Atendimento individual virtual ou por telefone ;Interface com proprietário de imóvel vizinho do Centro de Convivência (Avabrum) para confirmação de programação de início da intervenção no sistema de drenagem.;Interface com proprietário de imóvel vizinho do Centro de Convivência (Avabrum) para confirmação de programação de início da intervenção no sistema de drenagem. Previsto o início das intervenções em 13/05/24.;Solicitação Comunidade ;Comunicação;Obras - outros;Comunidade em Geral;Em atendimento;
06/05/2024;Brumadinho;Centro;Atendimento individual virtual ou por telefone ;Interface com proprietário de imóvel vizinho do Centro de Convivência (Avabrum) para confirmação de programação de início da intervenção no sistema de drenagem.;Interface com proprietário de imóvel vizinho do Centro de Convivência (Avabrum) para confirmação de programação de início da intervenção no sistema de drenagem. Previsto o início das intervenções em 13/05/24.;Solicitação Comunidade ;Comunicação;Obras - outros;Comunidade em Geral;Em atendimento;
15/08/2024;Brumadinho;Tejuco;Atendimento individual presencial ;Líderes comunitários e moradores solicitam que sempre que a Vale fizer qualquer tipo de intervenção na comunidade que os mesmos sejam informados.;Ontem, dia 15/08/24, realizarmos o porta a porta na comunidade de Tejuco, especificamente, nas propriedades localizadas próximo à praça de Tejuco, o objetivo da atividade foi ampliar a comunicação das atividades preliminares referente a OBR- 150 (Vistoria cautelar e instalação de tapume);Solicitação Comunidade ;Comunicação;Obras - outros;Comunidade em Geral;Atendida;
29/08/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;Convite enviado para os jovens das comunidades de Tejuco para visita às obras da Reparação.;Apesar de uma ampla divulgação e mobilização nas comunidade de Tejuco, Monte Cristo, Aranha e Melo Franco não tivemos uma adesão satisfatória, por isso cancelamos a visita de jovens prevista para dia 28.;Solicitação Comunidade ;Comunicação;Obras - outros;Comunidade em Geral;Atendida;
29/08/2024;Brumadinho;Melo Franco;Atendimento individual virtual ou por telefone ;Convite enviado para os jovens das comunidades de Melo Franco para visita às obras da Reparação.;Apesar de uma ampla divulgação e mobilização nas comunidade de Tejuco, Monte Cristo, Aranha e Melo Franco não tivemos uma adesão satisfatória, por isso cancelamos a visita de jovens prevista para dia 28.;Solicitação Comunidade ;Comunicação;Obras - outros;Comunidade em Geral;Atendida;
13/02/2025;Brumadinho;Parque Da Cachoeira;Atendimento individual presencial ;Alinhamentos reforma da associação. ;Em atendimento a solicitação da presidente da associação, diálogo para alinhar sobre a reforma da associação, bem como questões da cotinuidade das obras do centro de convivências. ;Solicitação Comunidade ;Comunicação;Obras - outros;Lideranças;Não se aplica;17/02/2025
27/03/2025;Brumadinho;José Henriques;Atendimento individual presencial ;Impactos a propriedade por terceiro Vale;Mediação de diálogo junto a superficiário para tratativas relacionadas a reparo de piso em concreto causado pelo tráfego de caminhão de entrega de silagem na propriedade.;Solicitação Comunidade ;Atendimento Emergencial;Obras - outros;Comunidade em Geral;Atendida;28/03/2025
10/01/2025;Paraopeba;Propriedade Rural;Atendimento individual virtual ou por telefone ;Instalação elétrica;Sr. R. informa que a CEMIG negou a instalação do transformador para a propriedade e pede providências, visto que nossa equipe está acompanhando o projeto. A demanda foi repassanda internamente para análise e acompanhamento.;Solicitação Comunidade ;Atendimento Emergencial;Obras - outros;Comunidade em Geral;Atendida;10/01/2025
04/04/2024;Brumadinho;Centro;Atendimento individual virtual ou por telefone ;Contato com engenheiro responsável por intervenção de correção de drenagem a ser realizada em imóvel vizinho ao imóvel onde funciona o Centro de Convivência (Avabrum);Contato com engenheiro responsável por intervenção de correção de drenagem a ser realizada em imóvel vizinho ao imóvel onde funciona o Centro de Convivência (Avabrum), sendo informado os procedimentos para assinatura do termo de pactuação para acesso ao imóvel para execução da intervenção.;Solicitação Comunidade ;Obras;Obras - outros;Comunidade em Geral;Atendida;04/04/2024
22/01/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;solicitação de informações sobre obra;Encaminhado para a área responsável;Solicitação Comunidade ;Obras;Obras - outros;Comunidade em Geral;Atendida;Atendida
03/09/2024;Brumadinho;Parque Da Cachoeira;Atendimento individual presencial ;Dialogo com moradores referente a remoção de plantas aquáticas na lagoa do Centro de Convivências que esta sendo reformado pela Vale na comunidade. ;Realizado orientação no sentido de informar ao morador que a ação envolve toda uma questão ambiental. E que seria levado ao conhecimento das equipes internas. ;Solicitação Comunidade ;Obras;Obras - outros;Lideranças;Respondida;
10/04/2024;Brumadinho;Conceição De Itaguá;Atendimento individual virtual ou por telefone ;Encaminha mensagem para saber referente tratativa de demanda de moradora, que solicita limpeza da lagoa na propriedade dela.;Interface com equipe de implantação de obras para saber sobre o deferimento ou não da demanda.;Solicitação Comunidade ;Obras;Obras - outros;Comunidade em Geral;Em análise;
05/09/2024;Brumadinho;Conceição De Itaguá;Atendimento individual virtual ou por telefone ;Moradora realiza contato para solicitar apoio da Vale para retirada de folhas e galhos no seu quintal.;Informado que não é escopo da Vale este tipo de atendimento sem nexo causal com nossas atividades. ;Solicitação Comunidade ;Outros;Obras - outros;Comunidade em Geral;Respondida;
19/09/2024;Brumadinho;Aranha;Atendimento individual presencial ;A moradora e o represente da Igreja ligou solicitando à Vale um reparo de um cano que havia sido danificado pela Prefeitura. ;Apesar de não ter sido a Vale a responsável pelo ocorrido, a mesma o reparo foi realizado para que a festa de Nossa Senhora das Mercês acontecesse da melhor forma, pois os moradores estavam bastante preocupados com o volume de água que estava sendo esperdiçado.;Solicitação Comunidade ;Obras;Obras - outros;Comunidade em Geral;Atendida;
06/01/2025;Florestal;Ribeirão Da Lage;Atendimento individual virtual ou por telefone ;Reclama que os postes de energia instalados pela Vale estão caindo, devido as chuvas. ;Realizada visita da equipe técnica na propriedade para verificar a situação e mensurar materiais.  ;Solicitação Comunidade ;Obras;Obras - outros;Comunidade em Geral;Atendida;06/01/2025
08/01/2025;Brumadinho;Sede;Atendimento individual virtual ou por telefone ;Drenagem pluvial imóvel vizinho à Avabrum;O Sr. R.R. entrou em contato com a equipe de RCs da Vale para informar novas ocorrências de infiltração no imóvel vizinho ao Centro de Convivência (Avabrum), relatando a necessidade de novas intervenções no sistema de drenagem pluvial no imóvel e apoio da equipe-Vale para franquear novos acessos ao imóvel, conforme nova programação de intervenções.;Solicitação Comunidade ;Obras;Obras - outros;Comunidade em Geral;Atendida;09/01/2025
05/04/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;O morador E, morador do Tejuco, identificou um vazamento em frente à cooperativa e solicitou a Vale que providenciasse o reparo. ;A área do saneamento foi até o local e fez o reparo.;Solicitação Comunidade ;Atendimento Emergencial;Obras - outros;Comunidade em Geral;Atendida;05/04/2024
08/01/2024;Esmeraldas;São José;Atendimento individual presencial ;Visita para verificação de manutenção de acesso;Realizado levantamento do trecho. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em atendimento;Em atendimento
09/01/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual presencial ;Solicitação de nivelamento do passeio da propriedade, que foi comprometida na Rua São Marcos em função das manutenções viárias.;Atividade em tratativa pela equipe de saneamento.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em análise;Em análise
15/01/2024;Pará De Minas;Córrego Do Barro;Atendimento individual virtual ou por telefone ;Solicita manutenção de acesso em sua propriedade e informações sobre os atendimentos que a Vale realiza para os moradores da região. ;Foi esclarecido para a solicitante quais são os critérios de atendimento. E informado o contato telefônico para abertura de solicitações. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Respondida;Respondida
22/01/2024;Esmeraldas;Vinhático;Atendimento individual presencial ;Solicita manutenção da estrada entre  Pimentas e Vinhático. ;Realizado percorrido com a equipe de engenharia viária para levantamento do trecho. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em atendimento;Em atendimento
22/01/2024;Florestal;Valentim;Atendimento individual presencial ;Solicita manutenção do acesso da sua propriedade. ;Realizado percorrido com a equipe de engenharia viária para levantamento do trecho. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em atendimento;Em atendimento
24/01/2024;Mário Campos;Reta Do Jacaré;Atendimento individual virtual ou por telefone ;contato de liderança para envio de manifestação ;Contato da liderança para manifestação junto à RC. A manifestante solicitou que seja realizada assim que possível uma nova manutenção na Rua da Adutora devido ao número de buraços e empoçamentos.  ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Lideranças;Em atendimento;Em atendimento
16/02/2024;Pequi;Propriedade Rural;Atendimento individual virtual ou por telefone ;Solicitação de melhoria de acesso;"Sr. F. solicita melhoria de acesso informando que os caminhões de entrega de insumos estão com dificuldade para chegar na sede da fazenda.
Foi solicitado visita técnica para avaliar a demanda.";Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em análise;Em análise
21/02/2024;São Joaquim De Bicas;Vale Do Sol;Atendimento individual virtual ou por telefone ;Manutenção de via;Morador solicita que a Vale realize a inserção de material na via para que os moradores possam se deslocar com segurança.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em atendimento;Em atendimento
29/02/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Solicitação de manutenção de vias.;Encaminhado para a área responsável;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Atendida;Atendida
07/03/2024;Esmeraldas;Vinhático;Atendimento individual presencial ;Solicita informação de quando será realizada a manutenção na estrada entre Pimentas e Vinhático.;Previsão de início dia 22/03.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em atendimento;11/04/2024
15/03/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Solictação de manutenção de vias;Encaminhado para a área responsável;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em atendimento;22/04/2024
18/03/2024;Maravilhas;Propriedade Rural;Atendimento individual virtual ou por telefone ;Melhoria de acesso;Sr. E. solicita melhoria de acesso na estrada que passa em sua propriedade. Foi informado que será agendado uma visita ténica para avaliar a demanda.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em análise;23/04/2024
19/03/2024;Brumadinho;Pastorinhas;Atendimento individual virtual ou por telefone ;"A Liderança ""A"" de Pastorinhas solicita melhorias de acesso na estrada ";Foi realizado a melhoria de acesso na estrada em Pastorinhas no entorno que está sendo construído o sistema de abastecimento do poço artesiano, conforme solicitação ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Lideranças;Atendida;29/04/2024
26/03/2024;Esmeraldas;Vinhático;Atendimento individual virtual ou por telefone ;Reclama que a estrada que dá acesso a sua residência, necessita de manutenção urgente, pois os caminhões de entrega de água não estão conseguindo subir a estrada devido à grande quantidade de buracos, provocados pelas chuvas. ;Engenharia viária irá realizar o mapeamento do trecho que necessita de manutenção. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Lideranças;Em atendimento;14/05/2024
04/04/2024;Esmeraldas;São José;Atendimento individual presencial ;Visita para levantamento do trecho que necessita de manutenção de via;Manutenção será inserida no cronograma. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em atendimento;
15/04/2024;Esmeraldas;Vinhático;Reunião liderança presencial ;Diálogo com representante do condomínio para alinhamento sobre a realização da manutenção da estrada. ;Manutenção será inserida no cronograma após realização de orçamento para o calçamento da estrada pelos moradores. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Lideranças;Em atendimento;
07/05/2024;Esmeraldas;Taquaras;Atendimento individual presencial ;Solicita manutenção da estrada de sua propriedade, pois alega  não é possivel o trafego do caminhão pipa de abastecimento de água potável da Vale, devido as condiçoes da via. ;Manutenção realizada. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Atendida;09/05/2024
07/05/2024;Esmeraldas;São José;Atendimento individual presencial ;Diálogo com moradora sobre o inicio da manutenção  de via na comunidade. ;Esclarecemos sobre onde serão realizados os serviços de manutenção e que não será utilizado rolo campactador ligado. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Respondida;07/05/2024
08/05/2024;Esmeraldas;Taquaras;Atendimento individual virtual ou por telefone ;Solicita manutenção da estrada de sua propriedade, pois alega que  as condições da via tem dificultado a entrega de  água mineral.  ;Manutenção realizada. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Atendida;10/05/2024
10/05/2024;Esmeraldas;Taquaras;Atendimento individual virtual ou por telefone ;Reclama que não foi feita manutenção na estrada de acesso a sua propriedade. ;Solicitação encaminhada para análise da área responsável ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em análise;
13/05/2024;Esmeraldas;Taquaras;Atendimento individual virtual ou por telefone ;Reclama que não foi feita manutenção na estrada de acesso a sua propriedade. ;Solicitação encaminhada para análise da área responsável ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em análise;
15/05/2024;Curvelo;Cachoeira Do Choro;Atendimento individual presencial ;Visita à comunidade para análise de demanda de melhorias de vias, realizada pelo Sr. M.C. através do 0800 da Vale Reparação.;Após realização da visita, foi explicado ao solicitante que a demanda será avaliada pela área responsável e em seguida o solicitante receberá o retorno sobre a realização ou não da obra de melhoria de via.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Respondida;15/05/2024
15/05/2024;Esmeraldas;Taquaras;Atendimento individual virtual ou por telefone ;Reclama que não foi feita manutenção na estrada de acesso a sua propriedade. ;Solicitação encaminhada para análise da área responsável ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em análise;
25/06/2024;Curvelo;Cachoeira Do Choro;Atendimento individual presencial ;Visita a propriedade da liderança para esclarecimento de dúvidas sobre a melhoria de via realizada na comunidade.;Durante o diálogo, foram esclarecidas todos as dúvidas apresentadas pela liberança sobre a obra realizada.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Lideranças;Respondida;25/06/2024
01/07/2024;Esmeraldas;Vinhático;Atendimento individual virtual ou por telefone ;Alinhamento com a liderança sobre a manutenção da estrada. ;Foi pontuado sobre a necessidade de terraplanagem nos pontos que tem erosão  e alinhamento com o prorietário da Fazenda que está na beira da estrada, só depois desses pontos será possivel inciarmos o serviço. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Lideranças;Em atendimento;
08/07/2024;Curvelo;Cachoeira Do Choro;Atendimento individual presencial ;Visita à comunidade para análise de demanda de melhorias de vias, realizada pela Sra. D.B., através do 0800 da Vale Reparação.;Após realização da visita, foi explicado a solicitante que a demanda será avaliada pela área responsável e em seguida a solicitante receberá o retorno sobre a realização ou não da obra de melhoria de via.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Respondida;
06/08/2024;São José Da Varginha;Barra Dos Cassianos;Atendimento individual presencial ;Melhoria de acesso;Realizada visita na propriedade para avaliação da solicitação de melhoria de acesso.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Atendida;
13/09/2024;Papagaios;Propriedade Rural;Atendimento individual virtual ou por telefone ;Melhoria de acesso;Sr. A. pede informações sobre atendimento de melhoria de acesso em sua propriedade, o qual foi orientado abrir protocolo junto ao 0800.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Respondida;
08/01/2025;Esmeraldas;São José;Atendimento individual presencial ;Reclama que devido a má condição da estrada causados pelas chuvas, as entregas de insumos agropecuários estão comprometidas. Solicita manutenção. ;Manutenção da estrada será incluida no cronograma. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Atendida;08/01/2025
08/01/2025;Esmeraldas;São José;Atendimento individual presencial ;Solicita manutenção da estrada de acesso a sua propriedade, pois o caminhão pipa de abastecimento de água está com dificuldade de transitar no local .;Manutenção da estrada será incluida no cronograma. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Atendida;08/01/2025
08/01/2025;Esmeraldas;São José;Atendimento individual virtual ou por telefone ;Solicita manutenção da estrada e limpeza da manilha. Relata que as últimas chuvas danificaram uma região que tem manilha de água, entupindo e  isso causou a retirada de material da estrada, dificultando o trânsito no local. ;Foi realizada visita com a equipe de engenharia e identificado que a estrada está em boas condições e foi esclarecido que o reparo nas manilhas não e realizado pela Vale.   ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Atendida;08/01/2025
13/01/2025;Esmeraldas;Taquaras;Atendimento individual virtual ou por telefone ;Solicita manutenção da estrada;Manutenção da estrada será incluida no cronograma. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Atendida;14/01/2025
04/02/2025;Betim;Assentamento 02 De Julho;Reunião comunidade presencial ;Diálogo de esclarecimento sobre o  pedido de manutenção de via.; Explicamos, de forma transparente, que o trecho solicitado não pode ser atendido por estar em uma área de reserva ambiental, garantindo o cumprimento da legislação.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Respondida;04/02/2025
28/03/2025;Brumadinho;Pires;Atendimento individual virtual ou por telefone ;Solicitação de melhorias de vias de acesso à comunidade de Pires;O Analista de Relacionamento com Comunidades informou ao morador de que há um planejamento de retomada das intervenções para o primeiro semestre e, dentre as ações, está prevista a conclusão da obra de pavimentação do trecho de cerca de 350 metros da Rua Amianto, dentre outras implantações.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Respondida;28/03/2025
08/01/2024;Paraopeba;Propriedade Rural;Atendimento individual presencial ;Vistoria para melhoria de acesso;Visita técnica em vistoria de estrada rural que atende a propriedades rurais neste trecho. Onde buscou-se identificar se há a necessidade de melhoria da estrada.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em análise;Em análise
13/01/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual presencial ;Solicitação de nivelamento do passeio da propriedade, que foi comprometida na Rua São Marcos em função das manutenções viárias.;Atividade em tratativa pela equipe de saneamento.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em análise;Em análise
02/04/2024;Florestal;Ribeirão Do Ouro;Atendimento individual presencial ;Visita para verificação de melhorias na estrada solicitada após manutenção realizada pela prestadora de serviço Vale. ;Será realizada a manutenção no Mata Burro e abertura de solictação para manutenção de um trecho da estrada.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Lideranças;Em atendimento;
16/04/2024;Esmeraldas;Vinhático;Atendimento individual virtual ou por telefone ;Solicita manutenção da estrada onde reside.;Solicitação não pode ser atendida pois não há circulação dos caminhões da Vale. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Negada;16/04/2024
19/04/2024;Esmeraldas;Bambus;Atendimento individual virtual ou por telefone ;Reclama que a melhoria de acesso que está sendo realizada por uma prestadora de serviços da Vale, ainda não foi concluída. ;Foi informado que houve atraso na entrega da brita devido a problemas no caminhão do fornecedor, a entrega está prevista para ocorrer entre os dia 25 ou 26. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em atendimento;
10/05/2024;Esmeraldas;Taquaras;Atendimento individual virtual ou por telefone ;Reclama que uma das estradas onde circulam os caminhões-pipas  de abastecimento de água potável, não foi realizada a manutenção. Solicita inclusão. ;Solicitação encaminhada para análise da área responsável ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em análise;
29/05/2024;Esmeraldas;São José;Atendimento individual virtual ou por telefone ;Reclama que devido a manutenção realizada na estrada, foi deixado um degrau entre a estrada e o curral de sua propriedade , o que tem atrapalhado o acesso do encarretador.;Demanda encaminhada para equipe de engenharia viária. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em análise;
17/09/2024;Esmeraldas;Padre João;Atendimento individual presencial ;Reclama que durante a manutenção da estrada uma tubulação de sua propriedade foi entupida.;Será realizada a limpeza da saida da tubulação. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Em atendimento;
24/03/2025;Esmeraldas;Taquaras;Atendimento individual presencial ;Solicita manutenção de acesso após a conclusão das obras da rede hidrálica realizada pela Vale na propriedade. ;Foi informado que será realizado contato com área responsável para que seja realizada a manutenção. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Respondida;24/03/2025
12/03/2024;Brumadinho;Colégio;Atendimento individual presencial ;Interface com núcleo familiar para devolutiva sobre demanda de informações referente ao Projeto Brumadinho Digital que faz parte do AJRI e manutençâo do diálogo e relaciomento no território.;Interface com núcleo familiar para devolutiva sobre demanda de informações referente ao Projeto Brumadinho Digital que faz parte do AJRI e manutençâo do diálogo e relaciomento no território.;Solicitação Comunidade ;AJRI;Outros;Lideranças;Atendida;15/04/2024
25/06/2024;Mário Campos;Reta Do Jacaré;Atendimento individual presencial ;Visita em Campo para avaliar possibilidade de contrução de rampa.;Realizamos reunião online com equipe do meio físico para alinhamento de novos acessos para sondagem no Rio Paraopeba. Durante o diálogo, foi informado que na propriedade do senhor G. T. existe necessidade de movimentação de um grande volume de terra para construção da rampa de acesso. A equipe de meio físico ficou de alinhar com equipe de obras e realizar nova visita no local junto com a equipe de RC.;Demanda de Órgão Público;AJRI;Outros;Comunidade em Geral;Em análise;
03/12/2024;Pará De Minas;Sede;Reunião comunidade presencial ;Acompanhamento do Curso de Capacitação Suas, do  AJRI,  para os profissionais da assistência social do munícipio. ;Realizado. ;Demanda de Órgão Público;AJRI;Outros;Comunidade em Geral;Atendida;
09/05/2024;Brumadinho;Melo Franco;Atendimento individual virtual ou por telefone ;O Sr. V B nos solicitou informação sobre o interesse da venda de alguns hectares para a Vale. ;Foi informado para o Sr. Valter:;Solicitação Comunidade ;Ativos imobiliários;Outros;Comunidade em Geral;Atendida;09/05/2024
20/08/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;Foi nos solicitado a divulgação do fluxo de abertura de protocolo.;Divulgação do fluxo de abertura de Protocolos via Central de Atendimento 0800.;Solicitação Comunidade ;Comunicação;Outros;Comunidade em Geral;Atendida;
17/01/2024;Brumadinho;Centro;Atendimento individual virtual ou por telefone ;Interface de retorno à liderança da Rua Amianto referente aos questionamentos apresentados sobre instalação de placas de sinalização de área de inundação, conforme Paebm, além da prestação de retornos sobre projetos/intervenções direcionados para as comunidades da Sede.;Interface de retorno à liderança da Rua Amianto referente aos questionamentos apresentados sobre instalação de placas de sinalização de área de inundação, conforme Paebm, além da prestação de retornos sobre projetos/intervenções direcionados para as comunidades da Sede.;Solicitação Comunidade ;Barragem;PAEBM;Lideranças;Respondida;Respondida
09/02/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Solicitação de poda no terreno Vale que faz divisa ao imóvel da moradora;Realizada tratativas com a equipe de gestão de ativos para executar ação.;Solicitação Comunidade ;Ativos imobiliários;Poda de vegetação;Comunidade em Geral;Em atendimento;Em atendimento
29/02/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Solicitação de poda em lote da Vale ;Encaminhado para a área responsável;Solicitação Comunidade ;Ativos imobiliários;Poda de vegetação;Comunidade em Geral;Em atendimento;Em atendimento
02/04/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Solicitação de roçada no imóvel Vale;Encaminhado para a área responsável;Solicitação Comunidade ;Ativos imobiliários;Poda de vegetação;Comunidade em Geral;Em atendimento;
19/04/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Solicitação de roçada no imóvel Vale;Encaminhado para a área responsável;Solicitação Comunidade ;Ativos imobiliários;Poda de vegetação;Comunidade em Geral;Atendida;
16/12/2024;Brumadinho;Parque Da Cachoeira;Atendimento individual virtual ou por telefone ;Solicitação de poda e roçada em área Vale;Realizada tratativa para informar sobre o roteiro das podas  e roçadas nos próximos dias ;Solicitação Comunidade ;Ativos imobiliários;Poda de vegetação;Comunidade em Geral;Respondida;
01/02/2024;Brumadinho;Aurora;Atendimento individual virtual ou por telefone ;Contato realizado pelo Sr. M. no qual solicitou a realização de poda das árvores constantes no Hub Aurora, essas que estão pendendo para extramuros, ocasionando o acúmulo de folhagem e galhos na via lindeira.;Foi realizada uma visita no local para verificar as demandas apresentadas pelo representante da comunidade, sendo elaborado plano de ação para resolução do pleito.;Solicitação Comunidade ;Outros;Poda de vegetação;Comunidade em Geral;Respondida;Respondida
14/01/2025;Brumadinho;Sede;Reunião liderança presencial ;Potencial risco de queda de árvore durante período chuvoso;A equipe de RCs recebeu uma demanda de corte de uma árvore existente na área da Estação Conhecimento de Brumadinho, essa que apresentava potencial risco de queda. O solicitante foi informado que a Estação Conhecimento, embora seja um equipamento patrocinado pela Vale, tem uma gestão autônoma e independente, que poderá ser acionada diretamente para as variadas demandas. Ainda assim, a equipe-Vale remeteu a demanda ao gestor da Estação para que sejam realizadas as intervenções de segurança.;Solicitação Comunidade ;Relacionamento / Social;Poda de vegetação;Comunidade em Geral;Atendida;14/01/2025
05/02/2025;Brumadinho;Parque Da Cachoeira;Atendimento individual virtual ou por telefone ;Solicitação de poda de árvores;Realizada tratativa com equipe de poda da gestão de ativos que realizou a ação.;Solicitação Comunidade ;Relacionamento / Social;Poda de vegetação;Comunidade em Geral;Atendida;10/02/2025
12/03/2024;Brumadinho;Centro;Atendimento individual presencial ;Interface com o núcleo familiar para esclarecimentos sobre açâo da equipe de Meio Biótico a ser realizada no local;Realizada os contatos prévios e visita domiciliar, em 12/03, oportunidade em que foram reiteradas as informações e prestados os esclarecimentos sobre os objetivos da ação de monitoramento ambiental, sobretudo em relação à necessidade de formalização da autorização de acesso ao local, sendo bem acolhidas tais informações, com diálogo muito amistoso.;Solicitação Comunidade ;Comunicação;Comunicação Social;Comunidade em Geral;Atendida;16/04/2024
26/11/2024;Brumadinho;Conceição De Itaguá;Atendimento individual presencial ;Atividades de revegetação e reconformação de terreno;Realizar visita junto a superficiário ao local onde está sendo implantada revegetação para avaliar solicitação do superficiário para nova reconformação de terreno;Solicitação Comunidade ;Outros;Revegetação;Lideranças;Atendida;
05/06/2024;Brumadinho;Guaribas;Atendimento individual virtual ou por telefone ;Tratativas relacionadas a pendências de atividades de reparação referente aos danos das obras da adutora COPASA na propriedade;Alinhamento das informações contidas em ata realizada durante atendimento presencial, realizado em data anterior, onde são tratados temas de reparação de nascente e readequação de drenagens superficiais.;Solicitação Comunidade ;Obras;Impacto de obras da Adutora COPASA;Comunidade em Geral;Atendida;05/06/2024
